ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FL_COUNT,ORIGIN_INDEX,DEST_INDEX,OUTDEGREE,WEIGHT,,,,
11292,11637,44,1245,1571,131,0.007633588,,,,
11292,11638,124,1245,1572,131,0.007633588,,,,
11292,11648,124,1245,1582,131,0.007633588,,,,
11292,11697,115,1245,1630,131,0.007633588,,,,
11292,11775,124,1245,1702,131,0.007633588,,,,
11292,11865,89,1245,1789,131,0.007633588,,,,
11292,11884,124,1245,1808,131,0.007633588,,,,
11292,11921,84,1245,1845,131,0.007633588,,,,
11292,11986,91,1245,1909,131,0.007633588,,,,
11292,11995,14,1245,1918,131,0.007633588,,,,
11292,12003,33,1245,1925,131,0.007633588,,,,
11292,12094,60,1245,2013,131,0.007633588,,,,
11292,12156,31,1245,2075,131,0.007633588,,,,
11292,12173,31,1245,2090,131,0.007633588,,,,
11292,12191,182,1245,2106,131,0.007633588,,,,
11292,12255,54,1245,2167,131,0.007633588,,,,
11292,12264,357,1245,2175,131,0.007633588,,,,
11292,12266,412,1245,2177,131,0.007633588,,,,
11292,12278,121,1245,2189,131,0.007633588,,,,
11292,12280,95,1245,2191,131,0.007633588,,,,
11292,12339,185,1245,2248,131,0.007633588,,,,
11292,12389,29,1245,2297,131,0.007633588,,,,
11292,12441,90,1245,2346,131,0.007633588,,,,
11292,12451,31,1245,2356,131,0.007633588,,,,
11292,12478,143,1245,2381,131,0.007633588,,,,
11292,12519,53,1245,2419,131,0.007633588,,,,
11292,12758,16,1245,2639,131,0.007633588,,,,
11292,12888,54,1245,2761,131,0.007633588,,,,
11292,12889,603,1245,2762,131,0.007633588,,,,
11292,12892,837,1245,2765,131,0.007633588,,,,
11292,12896,4,1245,2769,131,0.007633588,,,,
11292,12953,367,1245,2824,131,0.007633588,,,,
11292,12954,8,1245,2825,131,0.007633588,,,,
11292,12982,4,1245,2853,131,0.007633588,,,,
11292,12992,64,1245,2863,131,0.007633588,,,,
11292,13029,88,1245,2898,131,0.007633588,,,,
11292,13158,62,1245,3025,131,0.007633588,,,,
11292,13198,317,1245,3064,131,0.007633588,,,,
11292,13204,290,1245,3070,131,0.007633588,,,,
11292,13232,290,1245,3098,131,0.007633588,,,,
11292,13244,68,1245,3110,131,0.007633588,,,,
11292,13264,58,1245,3130,131,0.007633588,,,,
11292,13303,113,1245,3167,131,0.007633588,,,,
11292,13342,230,1245,3206,131,0.007633588,,,,
11292,13367,31,1245,3230,131,0.007633588,,,,
11292,13433,62,1245,3295,131,0.007633588,,,,
11292,13485,81,1245,3345,131,0.007633588,,,,
11292,13486,67,1245,3346,131,0.007633588,,,,
11292,13487,561,1245,3347,131,0.007633588,,,,
11292,13495,128,1245,3354,131,0.007633588,,,,
11292,13502,11,1245,3361,131,0.007633588,,,,
11292,13796,147,1245,3644,131,0.007633588,,,,
11292,13830,16,1245,3676,131,0.007633588,,,,
11292,13851,159,1245,3696,131,0.007633588,,,,
11292,13871,228,1245,3716,131,0.007633588,,,,
11292,13891,113,1245,3735,131,0.007633588,,,,
11292,13930,619,1245,3770,131,0.007633588,,,,
11292,13931,8,1245,3771,131,0.007633588,,,,
11292,13964,9,1245,3803,131,0.007633588,,,,
11292,14057,362,1245,3892,131,0.007633588,,,,
11292,14100,273,1245,3934,131,0.007633588,,,,
11292,14107,602,1245,3941,131,0.007633588,,,,
11292,14122,151,1245,3956,131,0.007633588,,,,
11292,14193,4,1245,4025,131,0.007633588,,,,
11292,14252,62,1245,4083,131,0.007633588,,,,
11292,14262,62,1245,4093,131,0.007633588,,,,
11292,14307,18,1245,4138,131,0.007633588,,,,
11292,14457,127,1245,4242,131,0.007633588,,,,
11292,14489,62,1245,4273,131,0.007633588,,,,
11292,14492,155,1245,4276,131,0.007633588,,,,
11292,14524,31,1245,4307,131,0.007633588,,,,
11292,14543,58,1245,4326,131,0.007633588,,,,
11292,14570,151,1245,4353,131,0.007633588,,,,
11292,14679,414,1245,4459,131,0.007633588,,,,
11292,14683,190,1245,4463,131,0.007633588,,,,
11292,14689,62,1245,4469,131,0.007633588,,,,
11292,14698,31,1245,4478,131,0.007633588,,,,
11292,14730,60,1245,4509,131,0.007633588,,,,
11292,14747,697,1245,4525,131,0.007633588,,,,
11292,14771,696,1245,4549,131,0.007633588,,,,
11292,14783,31,1245,4561,131,0.007633588,,,,
11292,14794,62,1245,4571,131,0.007633588,,,,
11292,14814,31,1245,4591,131,0.007633588,,,,
11292,14831,230,1245,4608,131,0.007633588,,,,
11292,14869,657,1245,4646,131,0.007633588,,,,
11292,14893,289,1245,4670,131,0.007633588,,,,
11292,14908,325,1245,4685,131,0.007633588,,,,
11292,15016,228,1245,4790,131,0.007633588,,,,
11292,15041,31,1245,4813,131,0.007633588,,,,
11292,15304,170,1245,5069,131,0.007633588,,,,
11292,15370,130,1245,5131,131,0.007633588,,,,
11292,15376,166,1245,5137,131,0.007633588,,,,
11292,15412,18,1245,5171,131,0.007633588,,,,
11292,15919,33,1245,5630,131,0.007633588,,,,
11298,10140,150,1250,124,103,0.009708738,,,,
11298,10279,10,1250,259,103,0.009708738,,,,
11298,10299,31,1250,278,103,0.009708738,,,,
11298,10372,31,1250,348,103,0.009708738,,,,
11298,10397,585,1250,373,103,0.009708738,,,,
11298,10423,337,1250,399,103,0.009708738,,,,
11298,10529,61,1250,503,103,0.009708738,,,,
11298,10599,27,1250,572,103,0.009708738,,,,
11298,10693,242,1250,665,103,0.009708738,,,,
11298,10713,31,1250,685,103,0.009708738,,,,
11298,10721,312,1250,693,103,0.009708738,,,,
11298,10781,183,1250,753,103,0.009708738,,,,
11298,10821,154,1250,792,103,0.009708738,,,,
11298,10849,31,1250,819,103,0.009708738,,,,
11298,10994,62,1250,958,103,0.009708738,,,,
11298,11042,147,1250,1004,103,0.009708738,,,,
11298,11049,41,1250,1011,103,0.009708738,,,,
11298,11057,337,1250,1019,103,0.009708738,,,,
11298,11066,150,1250,1028,103,0.009708738,,,,
11298,11109,124,1250,1071,103,0.009708738,,,,
11298,11193,117,1250,1153,103,0.009708738,,,,
11298,11267,59,1250,1222,103,0.009708738,,,,
11298,11278,263,1250,1231,103,0.009708738,,,,
11298,11292,484,1250,1245,103,0.009708738,,,,
11298,11423,93,1250,1366,103,0.009708738,,,,
11298,11433,274,1250,1375,103,0.009708738,,,,
11298,11503,31,1250,1442,103,0.009708738,,,,
11298,11540,84,1250,1477,103,0.009708738,,,,
11298,11618,293,1250,1552,103,0.009708738,,,,
11298,11638,63,1250,1572,103,0.009708738,,,,
11298,11697,245,1250,1630,103,0.009708738,,,,
11298,11884,31,1250,1808,103,0.009708738,,,,
11298,11980,59,1250,1903,103,0.009708738,,,,
11298,11982,21,1250,1905,103,0.009708738,,,,
11298,11996,20,1250,1919,103,0.009708738,,,,
11298,12173,59,1250,2090,103,0.009708738,,,,
11298,12191,21,1250,2106,103,0.009708738,,,,
11298,12264,165,1250,2175,103,0.009708738,,,,
11298,12266,428,1250,2177,103,0.009708738,,,,
11298,12278,32,1250,2189,103,0.009708738,,,,
11298,12339,150,1250,2248,103,0.009708738,,,,
11298,12441,62,1250,2346,103,0.009708738,,,,
11298,12448,10,1250,2353,103,0.009708738,,,,
11298,12451,92,1250,2356,103,0.009708738,,,,
11298,12478,63,1250,2381,103,0.009708738,,,,
11298,12511,62,1250,2411,103,0.009708738,,,,
11298,12758,21,1250,2639,103,0.009708738,,,,
11298,12889,391,1250,2762,103,0.009708738,,,,
11298,12891,94,1250,2764,103,0.009708738,,,,
11298,12892,525,1250,2765,103,0.009708738,,,,
11298,12896,10,1250,2769,103,0.009708738,,,,
11298,12953,366,1250,2824,103,0.009708738,,,,
11298,13061,89,1250,2930,103,0.009708738,,,,
11298,13158,10,1250,3025,103,0.009708738,,,,
11298,13198,162,1250,3064,103,0.009708738,,,,
11298,13204,329,1250,3070,103,0.009708738,,,,
11298,13244,96,1250,3110,103,0.009708738,,,,
11298,13256,70,1250,3122,103,0.009708738,,,,
11298,13290,87,1250,3155,103,0.009708738,,,,
11298,13303,344,1250,3167,103,0.009708738,,,,
11298,13342,130,1250,3206,103,0.009708738,,,,
11298,13487,305,1250,3347,103,0.009708738,,,,
11298,13495,206,1250,3354,103,0.009708738,,,,
11298,13577,14,1250,3432,103,0.009708738,,,,
11298,13796,31,1250,3644,103,0.009708738,,,,
11298,13830,45,1250,3676,103,0.009708738,,,,
11298,13851,158,1250,3696,103,0.009708738,,,,
11298,13871,85,1250,3716,103,0.009708738,,,,
11298,13891,155,1250,3735,103,0.009708738,,,,
11298,13930,655,1250,3770,103,0.009708738,,,,
11298,13931,62,1250,3771,103,0.009708738,,,,
11298,14027,62,1250,3864,103,0.009708738,,,,
11298,14057,185,1250,3892,103,0.009708738,,,,
11298,14100,311,1250,3934,103,0.009708738,,,,
11298,14107,357,1250,3941,103,0.009708738,,,,
11298,14109,31,1250,3943,103,0.009708738,,,,
11298,14122,175,1250,3956,103,0.009708738,,,,
11298,14262,31,1250,4093,103,0.009708738,,,,
11298,14492,154,1250,4276,103,0.009708738,,,,
11298,14524,91,1250,4307,103,0.009708738,,,,
11298,14570,80,1250,4353,103,0.009708738,,,,
11298,14635,84,1250,4417,103,0.009708738,,,,
11298,14674,94,1250,4454,103,0.009708738,,,,
11298,14679,309,1250,4459,103,0.009708738,,,,
11298,14683,329,1250,4463,103,0.009708738,,,,
11298,14685,20,1250,4465,103,0.009708738,,,,
11298,14689,31,1250,4469,103,0.009708738,,,,
11298,14730,10,1250,4509,103,0.009708738,,,,
11298,14747,393,1250,4525,103,0.009708738,,,,
11298,14771,423,1250,4549,103,0.009708738,,,,
11298,14814,102,1250,4591,103,0.009708738,,,,
11298,14831,134,1250,4608,103,0.009708738,,,,
11298,14842,93,1250,4619,103,0.009708738,,,,
11298,14843,52,1250,4620,103,0.009708738,,,,
11298,14869,287,1250,4646,103,0.009708738,,,,
11298,14893,149,1250,4670,103,0.009708738,,,,
11298,14908,268,1250,4685,103,0.009708738,,,,
11298,15016,209,1250,4790,103,0.009708738,,,,
11298,15304,230,1250,5069,103,0.009708738,,,,
11298,15370,207,1250,5131,103,0.009708738,,,,
11298,15376,187,1250,5137,103,0.009708738,,,,
11298,15412,62,1250,5171,103,0.009708738,,,,
11298,15624,60,1250,5375,103,0.009708738,,,,
11308,10397,120,1258,373,1,1,,,,
11336,10299,26,1285,278,1,1,,,,
11337,13487,154,1286,3347,2,0.5,,,,
11337,13930,120,1286,3770,2,0.5,,,,
11413,11292,71,1356,1245,3,0.333333333,,,,
11413,12892,3,1356,2765,3,0.333333333,,,,
11413,14107,31,1356,3941,3,0.333333333,,,,
11423,10397,87,1366,373,11,0.090909091,,,,
11423,11292,127,1366,1245,11,0.090909091,,,,
11423,11298,93,1366,1250,11,0.090909091,,,,
11423,11433,20,1366,1375,11,0.090909091,,,,
11423,12266,25,1366,2177,11,0.090909091,,,,
11423,12889,41,1366,2762,11,0.090909091,,,,
11423,13487,63,1366,3347,11,0.090909091,,,,
11423,13930,113,1366,3770,11,0.090909091,,,,
11423,14107,62,1366,3941,11,0.090909091,,,,
11423,14869,30,1366,4646,11,0.090909091,,,,
11423,15016,58,1366,4790,11,0.090909091,,,,
11433,10135,85,1375,119,101,0.00990099,,,,
11433,10257,89,1375,237,101,0.00990099,,,,
11433,10333,31,1375,310,101,0.00990099,,,,
11433,10397,497,1375,373,101,0.00990099,,,,
11433,10408,80,1375,384,101,0.00990099,,,,
11433,10423,84,1375,399,101,0.00990099,,,,
11433,10434,76,1375,409,101,0.00990099,,,,
11433,10469,76,1375,444,101,0.00990099,,,,
11433,10529,130,1375,503,101,0.00990099,,,,
11433,10577,89,1375,550,101,0.00990099,,,,
11433,10693,226,1375,665,101,0.00990099,,,,
11433,10721,348,1375,693,101,0.00990099,,,,
11433,10792,51,1375,764,101,0.00990099,,,,
11433,10821,298,1375,792,101,0.00990099,,,,
11433,10874,58,1375,842,101,0.00990099,,,,
11433,11003,106,1375,967,101,0.00990099,,,,
11433,11013,58,1375,976,101,0.00990099,,,,
11433,11042,83,1375,1004,101,0.00990099,,,,
11433,11057,250,1375,1019,101,0.00990099,,,,
11433,11066,67,1375,1028,101,0.00990099,,,,
11433,11193,59,1375,1153,101,0.00990099,,,,
11433,11259,31,1375,1214,101,0.00990099,,,,
11433,11267,66,1375,1222,101,0.00990099,,,,
11433,11278,201,1375,1231,101,0.00990099,,,,
11433,11292,302,1375,1245,101,0.00990099,,,,
11433,11298,293,1375,1250,101,0.00990099,,,,
11433,11423,20,1375,1366,101,0.00990099,,,,
11433,11577,89,1375,1512,101,0.00990099,,,,
11433,11587,54,1375,1522,101,0.00990099,,,,
11433,11612,22,1375,1546,101,0.00990099,,,,
11433,11618,68,1375,1552,101,0.00990099,,,,
11433,11697,248,1375,1630,101,0.00990099,,,,
11433,11823,107,1375,1747,101,0.00990099,,,,
11433,11977,57,1375,1900,101,0.00990099,,,,
11433,11986,154,1375,1909,101,0.00990099,,,,
11433,11995,77,1375,1918,101,0.00990099,,,,
11433,11996,65,1375,1919,101,0.00990099,,,,
11433,12197,27,1375,2112,101,0.00990099,,,,
11433,12217,30,1375,2130,101,0.00990099,,,,
11433,12264,52,1375,2175,101,0.00990099,,,,
11433,12266,176,1375,2177,101,0.00990099,,,,
11433,12335,27,1375,2244,101,0.00990099,,,,
11433,12339,80,1375,2248,101,0.00990099,,,,
11433,12397,89,1375,2305,101,0.00990099,,,,
11433,12478,54,1375,2381,101,0.00990099,,,,
11433,12884,94,1375,2757,101,0.00990099,,,,
11433,12889,281,1375,2762,101,0.00990099,,,,
11433,12892,251,1375,2765,101,0.00990099,,,,
11433,12945,43,1375,2817,101,0.00990099,,,,
11433,12953,317,1375,2824,101,0.00990099,,,,
11433,12992,6,1375,2863,101,0.00990099,,,,
11433,13184,135,1375,3050,101,0.00990099,,,,
11433,13198,142,1375,3064,101,0.00990099,,,,
11433,13204,263,1375,3070,101,0.00990099,,,,
11433,13230,71,1375,3096,101,0.00990099,,,,
11433,13232,158,1375,3098,101,0.00990099,,,,
11433,13244,46,1375,3110,101,0.00990099,,,,
11433,13296,10,1375,3161,101,0.00990099,,,,
11433,13303,168,1375,3167,101,0.00990099,,,,
11433,13342,197,1375,3206,101,0.00990099,,,,
11433,13367,78,1375,3230,101,0.00990099,,,,
11433,13459,58,1375,3320,101,0.00990099,,,,
11433,13485,151,1375,3345,101,0.00990099,,,,
11433,13487,270,1375,3347,101,0.00990099,,,,
11433,13495,106,1375,3354,101,0.00990099,,,,
11433,13577,36,1375,3432,101,0.00990099,,,,
11433,13796,31,1375,3644,101,0.00990099,,,,
11433,13851,21,1375,3696,101,0.00990099,,,,
11433,13871,50,1375,3716,101,0.00990099,,,,
11433,13930,532,1375,3770,101,0.00990099,,,,
11433,13931,22,1375,3771,101,0.00990099,,,,
11433,14027,31,1375,3864,101,0.00990099,,,,
11433,14057,32,1375,3892,101,0.00990099,,,,
11433,14100,205,1375,3934,101,0.00990099,,,,
11433,14107,246,1375,3941,101,0.00990099,,,,
11433,14108,37,1375,3942,101,0.00990099,,,,
11433,14122,61,1375,3956,101,0.00990099,,,,
11433,14150,88,1375,3982,101,0.00990099,,,,
11433,14307,87,1375,4138,101,0.00990099,,,,
11433,14321,1,1375,4152,101,0.00990099,,,,
11433,14492,55,1375,4276,101,0.00990099,,,,
11433,14524,114,1375,4307,101,0.00990099,,,,
11433,14576,91,1375,4359,101,0.00990099,,,,
11433,14635,76,1375,4417,101,0.00990099,,,,
11433,14679,97,1375,4459,101,0.00990099,,,,
11433,14683,33,1375,4463,101,0.00990099,,,,
11433,14685,31,1375,4465,101,0.00990099,,,,
11433,14696,143,1375,4476,101,0.00990099,,,,
11433,14711,89,1375,4490,101,0.00990099,,,,
11433,14730,44,1375,4509,101,0.00990099,,,,
11433,14747,302,1375,4525,101,0.00990099,,,,
11433,14771,177,1375,4549,101,0.00990099,,,,
11433,14869,136,1375,4646,101,0.00990099,,,,
11433,15016,86,1375,4790,101,0.00990099,,,,
11433,15070,58,1375,4842,101,0.00990099,,,,
11433,15096,37,1375,4867,101,0.00990099,,,,
11433,15304,137,1375,5069,101,0.00990099,,,,
11433,15356,32,1375,5118,101,0.00990099,,,,
11433,15370,26,1375,5131,101,0.00990099,,,,
11433,15380,123,1375,5141,101,0.00990099,,,,
11433,15412,1,1375,5171,101,0.00990099,,,,
11447,11292,22,1389,1245,2,0.5,,,,
11447,12519,31,1389,2419,2,0.5,,,,
11471,13930,58,1411,3770,1,1,,,,
11481,10397,185,1421,373,9,0.111111111,,,,
11481,10423,2,1421,399,9,0.111111111,,,,
11481,10693,62,1421,665,9,0.111111111,,,,
11481,10821,16,1421,792,9,0.111111111,,,,
11481,11259,39,1421,1214,9,0.111111111,,,,
11481,12191,35,1421,2106,9,0.111111111,,,,
11481,12266,66,1421,2177,9,0.111111111,,,,
11481,13232,2,1421,3098,9,0.111111111,,,,
11481,15016,16,1421,4790,9,0.111111111,,,,
11503,11298,31,1442,1250,2,0.5,,,,
11503,12266,9,1442,2177,2,0.5,,,,
11525,14869,58,1463,4646,1,1,,,,
11540,10397,82,1477,373,11,0.090909091,,,,
11540,10423,83,1477,399,11,0.090909091,,,,
11540,11259,120,1477,1214,11,0.090909091,,,,
11540,11292,46,1477,1245,11,0.090909091,,,,
11540,11298,84,1477,1250,11,0.090909091,,,,
11540,12191,87,1477,2106,11,0.090909091,,,,
11540,12266,98,1477,2177,11,0.090909091,,,,
11540,12889,62,1477,2762,11,0.090909091,,,,
11540,12892,62,1477,2765,11,0.090909091,,,,
11540,14107,112,1477,3941,11,0.090909091,,,,
11540,14683,83,1477,4463,11,0.090909091,,,,
11577,11433,89,1512,1375,2,0.5,,,,
11577,13930,58,1512,3770,2,0.5,,,,
11587,11433,54,1522,1375,1,1,,,,
11603,11292,62,1538,1245,6,0.166666667,,,,
11603,12892,62,1538,2765,6,0.166666667,,,,
11603,14107,31,1538,3941,6,0.166666667,,,,
11603,14747,81,1538,4525,6,0.166666667,,,,
11603,14771,139,1538,4549,6,0.166666667,,,,
11603,14869,23,1538,4646,6,0.166666667,,,,
11612,10397,43,1546,373,3,0.333333333,,,,
11612,11433,23,1546,1375,3,0.333333333,,,,
11612,13930,122,1546,3770,3,0.333333333,,,,
11617,10397,51,1551,373,1,1,,,,
11618,10257,18,1552,237,82,0.012195122,,,,
11618,10299,4,1552,278,82,0.012195122,,,,
11618,10397,549,1552,373,82,0.012195122,,,,
11618,10423,145,1552,399,82,0.012195122,,,,
11618,10431,31,1552,406,82,0.012195122,,,,
11618,10434,2,1552,409,82,0.012195122,,,,
11618,10529,43,1552,503,82,0.012195122,,,,
11618,10581,62,1552,554,82,0.012195122,,,,
11618,10693,116,1552,665,82,0.012195122,,,,
11618,10721,432,1552,693,82,0.012195122,,,,
11618,10732,31,1552,704,82,0.012195122,,,,
11618,10785,77,1552,757,82,0.012195122,,,,
11618,10792,94,1552,764,82,0.012195122,,,,
11618,10821,2,1552,792,82,0.012195122,,,,
11618,10849,10,1552,819,82,0.012195122,,,,
11618,10874,62,1552,842,82,0.012195122,,,,
11618,10980,58,1552,945,82,0.012195122,,,,
11618,10994,126,1552,958,82,0.012195122,,,,
11618,11042,171,1552,1004,82,0.012195122,,,,
11618,11057,300,1552,1019,82,0.012195122,,,,
11618,11066,96,1552,1028,82,0.012195122,,,,
11618,11193,21,1552,1153,82,0.012195122,,,,
11618,11267,23,1552,1222,82,0.012195122,,,,
11618,11278,199,1552,1231,82,0.012195122,,,,
11618,11292,332,1552,1245,82,0.012195122,,,,
11618,11298,258,1552,1250,82,0.012195122,,,,
11618,11433,77,1552,1375,82,0.012195122,,,,
11618,11697,476,1552,1630,82,0.012195122,,,,
11618,11823,31,1552,1747,82,0.012195122,,,,
11618,11986,81,1552,1909,82,0.012195122,,,,
11618,11995,58,1552,1918,82,0.012195122,,,,
11618,11996,57,1552,1919,82,0.012195122,,,,
11618,12173,31,1552,2090,82,0.012195122,,,,
11618,12264,91,1552,2175,82,0.012195122,,,,
11618,12266,311,1552,2177,82,0.012195122,,,,
11618,12339,114,1552,2248,82,0.012195122,,,,
11618,12451,35,1552,2356,82,0.012195122,,,,
11618,12889,193,1552,2762,82,0.012195122,,,,
11618,12892,444,1552,2765,82,0.012195122,,,,
11618,12945,31,1552,2817,82,0.012195122,,,,
11618,13198,2,1552,3064,82,0.012195122,,,,
11618,13204,668,1552,3070,82,0.012195122,,,,
11618,13232,173,1552,3098,82,0.012195122,,,,
11618,13244,26,1552,3110,82,0.012195122,,,,
11618,13296,5,1552,3161,82,0.012195122,,,,
11618,13303,213,1552,3167,82,0.012195122,,,,
11618,13342,104,1552,3206,82,0.012195122,,,,
11618,13485,62,1552,3345,82,0.012195122,,,,
11618,13487,149,1552,3347,82,0.012195122,,,,
11618,13495,56,1552,3354,82,0.012195122,,,,
11618,13577,66,1552,3432,82,0.012195122,,,,
11618,13796,14,1552,3644,82,0.012195122,,,,
11618,13930,464,1552,3770,82,0.012195122,,,,
11618,13931,150,1552,3771,82,0.012195122,,,,
11618,14027,218,1552,3864,82,0.012195122,,,,
11618,14057,93,1552,3892,82,0.012195122,,,,
11618,14107,209,1552,3941,82,0.012195122,,,,
11618,14122,2,1552,3956,82,0.012195122,,,,
11618,14307,58,1552,4138,82,0.012195122,,,,
11618,14321,166,1552,4152,82,0.012195122,,,,
11618,14492,101,1552,4276,82,0.012195122,,,,
11618,14524,62,1552,4307,82,0.012195122,,,,
11618,14576,95,1552,4359,82,0.012195122,,,,
11618,14635,118,1552,4417,82,0.012195122,,,,
11618,14679,139,1552,4459,82,0.012195122,,,,
11618,14683,31,1552,4463,82,0.012195122,,,,
11618,14685,93,1552,4465,82,0.012195122,,,,
11618,14696,31,1552,4476,82,0.012195122,,,,
11618,14730,56,1552,4509,82,0.012195122,,,,
11618,14747,213,1552,4525,82,0.012195122,,,,
11618,14771,566,1552,4549,82,0.012195122,,,,
11618,14831,62,1552,4608,82,0.012195122,,,,
11618,14843,148,1552,4620,82,0.012195122,,,,
11618,14869,81,1552,4646,82,0.012195122,,,,
11618,14893,31,1552,4670,82,0.012195122,,,,
11618,14908,81,1552,4685,82,0.012195122,,,,
11618,15016,137,1552,4790,82,0.012195122,,,,
11618,15024,6,1552,4798,82,0.012195122,,,,
11618,15096,67,1552,4867,82,0.012195122,,,,
11618,15304,224,1552,5069,82,0.012195122,,,,
11618,15380,39,1552,5141,82,0.012195122,,,,
11618,15412,58,1552,5171,82,0.012195122,,,,
11624,10397,125,1558,373,1,1,,,,
11630,10299,122,1564,278,4,0.25,,,,
11630,13487,27,1564,3347,4,0.25,,,,
11630,13930,15,1564,3770,4,0.25,,,,
11630,14747,190,1564,4525,4,0.25,,,,
11637,11292,44,1571,1245,3,0.333333333,,,,
11637,13487,127,1571,3347,3,0.333333333,,,,
11637,13930,97,1571,3770,3,0.333333333,,,,
11638,11292,124,1572,1245,9,0.111111111,,,,
11638,11298,63,1572,1250,9,0.111111111,,,,
11638,12892,144,1572,2765,9,0.111111111,,,,
11638,14057,31,1572,3892,9,0.111111111,,,,
11638,14107,31,1572,3941,9,0.111111111,,,,
11638,14679,58,1572,4459,9,0.111111111,,,,
11638,14747,58,1572,4525,9,0.111111111,,,,
11638,14771,150,1572,4549,9,0.111111111,,,,
11638,14869,89,1572,4646,9,0.111111111,,,,
11641,10397,115,1575,373,1,1,,,,
11648,10397,3,1582,373,7,0.142857143,,,,
11648,11292,124,1582,1245,7,0.142857143,,,,
11648,12892,3,1582,2765,7,0.142857143,,,,
11648,13487,62,1582,3347,7,0.142857143,,,,
11648,13930,35,1582,3770,7,0.142857143,,,,
11648,14771,31,1582,4549,7,0.142857143,,,,
11648,14869,91,1582,4646,7,0.142857143,,,,
11695,14107,118,1628,3941,1,1,,,,
11697,10158,62,1630,142,60,0.016666667,,,,
11697,10257,45,1630,237,60,0.016666667,,,,
11697,10397,714,1630,373,60,0.016666667,,,,
11697,10423,93,1630,399,60,0.016666667,,,,
11697,10529,124,1630,503,60,0.016666667,,,,
11697,10693,126,1630,665,60,0.016666667,,,,
11697,10721,233,1630,693,60,0.016666667,,,,
11697,10732,41,1630,704,60,0.016666667,,,,
11697,10792,62,1630,764,60,0.016666667,,,,
11697,10821,415,1630,792,60,0.016666667,,,,
11697,10874,8,1630,842,60,0.016666667,,,,
11697,10994,31,1630,958,60,0.016666667,,,,
11697,11042,62,1630,1004,60,0.016666667,,,,
11697,11057,212,1630,1019,60,0.016666667,,,,
11697,11066,16,1630,1028,60,0.016666667,,,,
11697,11193,47,1630,1153,60,0.016666667,,,,
11697,11259,62,1630,1214,60,0.016666667,,,,
11697,11278,225,1630,1231,60,0.016666667,,,,
11697,11292,113,1630,1245,60,0.016666667,,,,
11697,11298,245,1630,1250,60,0.016666667,,,,
11697,11433,248,1630,1375,60,0.016666667,,,,
11697,11618,477,1630,1552,60,0.016666667,,,,
11697,12191,64,1630,2106,60,0.016666667,,,,
11697,12197,62,1630,2112,60,0.016666667,,,,
11697,12264,62,1630,2175,60,0.016666667,,,,
11697,12265,9,1630,2176,60,0.016666667,,,,
11697,12266,153,1630,2177,60,0.016666667,,,,
11697,12339,31,1630,2248,60,0.016666667,,,,
11697,12391,33,1630,2299,60,0.016666667,,,,
11697,12451,93,1630,2356,60,0.016666667,,,,
11697,12478,308,1630,2381,60,0.016666667,,,,
11697,12889,93,1630,2762,60,0.016666667,,,,
11697,12892,154,1630,2765,60,0.016666667,,,,
11697,12898,31,1630,2771,60,0.016666667,,,,
11697,12953,458,1630,2824,60,0.016666667,,,,
11697,12954,31,1630,2825,60,0.016666667,,,,
11697,13198,31,1630,3064,60,0.016666667,,,,
11697,13204,215,1630,3070,60,0.016666667,,,,
11697,13232,111,1630,3098,60,0.016666667,,,,
11697,13487,34,1630,3347,60,0.016666667,,,,
11697,13495,138,1630,3354,60,0.016666667,,,,
11697,13577,40,1630,3432,60,0.016666667,,,,
11697,13930,298,1630,3770,60,0.016666667,,,,
11697,13933,31,1630,3773,60,0.016666667,,,,
11697,14025,13,1630,3862,60,0.016666667,,,,
11697,14100,186,1630,3934,60,0.016666667,,,,
11697,14107,31,1630,3941,60,0.016666667,,,,
11697,14122,88,1630,3956,60,0.016666667,,,,
11697,14307,62,1630,4138,60,0.016666667,,,,
11697,14492,109,1630,4276,60,0.016666667,,,,
11697,14524,62,1630,4307,60,0.016666667,,,,
11697,14679,26,1630,4459,60,0.016666667,,,,
11697,14747,31,1630,4525,60,0.016666667,,,,
11697,14771,124,1630,4549,60,0.016666667,,,,
11697,14843,262,1630,4620,60,0.016666667,,,,
11697,15016,37,1630,4790,60,0.016666667,,,,
11697,15024,31,1630,4798,60,0.016666667,,,,
11697,15070,31,1630,4842,60,0.016666667,,,,
11697,15304,172,1630,5069,60,0.016666667,,,,
11697,15356,16,1630,5118,60,0.016666667,,,,
11721,10397,88,1654,373,4,0.25,,,,
11721,13232,89,1654,3098,4,0.25,,,,
11721,13487,1,1654,3347,4,0.25,,,,
11721,13930,175,1654,3770,4,0.25,,,,
11775,10397,26,1702,373,5,0.2,,,,
11775,11292,125,1702,1245,5,0.2,,,,
11775,12889,17,1702,2762,5,0.2,,,,
11775,13487,106,1702,3347,5,0.2,,,,
11775,13930,166,1702,3770,5,0.2,,,,
11778,10397,60,1705,373,1,1,,,,
11823,10397,120,1747,373,5,0.2,,,,
11823,11433,107,1747,1375,5,0.2,,,,
11823,11618,31,1747,1552,5,0.2,,,,
11823,13487,31,1747,3347,5,0.2,,,,
11823,13930,193,1747,3770,5,0.2,,,,
11865,11292,89,1789,1245,1,1,,,,
11884,10713,54,1808,685,14,0.071428571,,,,
11884,11292,124,1808,1245,14,0.071428571,,,,
11884,11298,31,1808,1250,14,0.071428571,,,,
